cores_normalized,threads_normalized,frequency_normalized,boost_frequency_normalized,cache_normalized,lithography_normalized,tdp_normalized
0.94,0.641,0.8,0.766,0.463,0.921,0.144
0.619,0.193,0.021,0.196,0.815,0.408,0.252
0.167,0.604,0.899,0.092,0.144,0.46,0.731
0.419,0.195,0.534,0.894,0.377,0.525,0.066
0.598,0.62,0.303,0.166,0.884,0.703,0.314
0.76,0.821,0.238,0.456,0.498,0.818,0.046
0.968,0.212,0.645,0.227,0.09,0.245,0.23
0.387,0.206,0.399,0.694,0.765,0.863,0.894
0.236,0.329,0.736,0.606,0.39,0.653,0.095
0.582,0.112,0.654,0.552,0.231,0.534,0.85
0.571,0.12,0.366,0.187,0.789,0.212,0.749
0.074,0.519,0.727,0.492,0.523,0.627,0.739
0.255,0.187,0.946,0.842,0.552,0.102,0.304
0.287,0.701,0.789,0.127,0.878,0.719,0.721
0.901,0.843,0.087,0.743,0.682,0.753,0.439
0.758,0.408,0.411,0.256,0.384,0.725,0.172
0.106,0.234,0.648,0.299,0.941,0.652,0.141
0.678,0.902,0.179,0.155,0.848,0.626,0.162
0.712,0.063,0.951,0.712,0.743,0.196,0.202
0.607,0.329,0.133,0.249,0.278,0.572,0.787
0.004,0.108,0.999,0.622,0.198,0.204,0.618
0.969,0.876,0.152,0.223,0.128,0.748,0.197
0.529,0.254,0.765,0.435,0.565,0.897,0.891
0.333,0.276,0.751,0.943,0.997,0.37,0.804
0.662,0.605,0.38,0.932,0.478,0.072,0.786
0.178,0.45,0.601,0.406,0.972,0.981,0.543
0.383,0.928,0.128,0.444,0.818,0.612,0.587
0.282,0.371,0.412,0.927,0.048,0.615,0.007
0.378,0.087,0.597,0.218,0.701,0.878,0.526
0.129,0.379,0.59,0.205,0.202,0.642,0.182
0.202,0.605,0.458,0.926,0.492,0.804,0.337
0.783,0.624,0.397,0.778,0.666,0.123,0.95
0.462,0.81,0.821,0.663,0.343,0.529,0.419
0.436,0.672,0.962,0.132,0.589,0.32,0.913
0.476,0.263,0.132,0.706,0.491,0.88,0.304
0.259,0.702,0.116,0.542,0.244,0.977,0.331
0.648,0.611,0.725,0.248,0.245,0.38,0.954
0.039,0.656,0.782,0.105,0.846,0.226,0.669
0.871,0.167,0.156,0.899,0.979,0.503,0.719
0.981,0.586,0.937,0.204,0.498,0.303,0.541
0.744,0.73,0.5,0.964,0.055,0.045,0.578
0.911,0.154,0.403,0.259,0.53,0.47,0.155
0.414,0.002,0.618,0.39,0.607,0.7,0.882
0.509,0.981,0.9,0.53,0.363,0.782,0.04
0.489,0.181,0.727,0.974,0.769,0.408,0.433
0.092,0.167,0.771,0.807,0.879,0.874,0.228
0.529,0.07,0.201,0.172,0.712,0.32,0.987
0.973,0.819,0.466,0.9,0.659,0.509,0.856
0.136,0.134,0.51,0.216,0.201,0.591,0.594
0.243,0.048,0.846,0.777,0.547,0.316,0.756
0.938,0.744,0.084,0.86,0.358,0.074,0.799
0.206,0.707,0.311,0.362,0.392,0.804,0.018
0.725,0.902,0.218,0.294,0.473,0.531,0.373
0.719,0.95,0.494,0.904,0.291,0.951,0.164
0.739,0.608,0.853,0.609,0.702,0.06,0.225
0.866,0.458,0.585,0.605,0.518,0.356,0.392
0.258,0.561,0.785,0.935,0.474,0.471,0.407
0.565,0.136,0.292,0.461,0.345,0.441,0.218
0.996,0.743,0.217,0.801,0.127,0.653,0.83
0.014,0.635,0.9,0.171,0.622,0.81,0.642
0.455,0.026,0.524,0.813,0.085,0.288,0.546
0.794,0.03,0.918,0.953,0.759,0.187,0.166
0.98,0.361,0.153,0.955,0.903,0.992,0.42
0.637,0.225,0.609,0.523,0.536,0.998,0.71
0.828,0.063,0.79,0.487,0.523,0.554,0.445
0.392,0.558,0.525,0.093,0.146,0.482,0.746
0.652,0.759,0.983,0.095,0.157,0.717,0.874
0.699,0.07,0.022,0.884,0.076,0.91,0.221
0.805,0.289,0.242,0.585,0.943,0.917,0.657
0.777,0.321,0.658,0.543,0.914,0.172,0.593
0.837,0.418,0.568,0.188,0.55,0.364,0.719
0.855,0.202,0.739,0.695,0.753,0.06,0.2
0.213,0.715,0.583,0.706,0.594,0.337,0.657
0.808,0.74,0.904,0.532,0.614,0.793,0.373
0.517,0.545,0.409,0.458,0.199,0.832,0.573
0.886,0.929,0.582,0.481,0.508,0.873,0.82
0.465,0.094,0.686,0.281,0.713,0.03,0.676
0.062,0.189,0.953,0.121,0.826,0.81,0.033
0.922,0.239,0.928,0.951,0.342,0.607,0.168
0.352,0.469,0.084,0.044,0.336,0.436,0.545
0.865,0.267,0.266,0.859,0.403,0.518,0.701
0.94,0.823,1,0.04,0.132,0.07,0.278
0.933,0.629,0.582,0.729,0.43,0.315,0.65
0.089,0.026,0.517,0.433,0.313,0.787,0.255
0.329,0.493,0.401,0.685,0.314,0.519,0.433
0.493,0.656,0.99,0.656,0.882,0.87,0.93
0.098,0.013,0.868,0.241,0.716,0.388,0.628
0.124,0.43,0.493,0.835,0.267,0.642,0.166
0.03,0.811,0.574,0.798,0.96,0.95,0.299
0.914,0.04,0.948,0.266,0.628,0.218,0.434
0.269,0.915,0.121,0.596,0.965,0.106,0.356
0.081,0.729,0.272,0.058,0.591,0.096,0.414
0.43,0.988,0.74,0.609,0.322,0.862,0.962
0.222,0.455,0.131,0.754,0.167,0.445,0.639
0.691,0.885,0.217,0.012,0.315,0.154,0.451
0.857,0.328,0.072,0.489,0.234,0.3,0.257
0.716,0.641,0.159,0.039,0.64,0.703,0.89
0.6,0.084,0.27,0.6,0.536,1,0.757
0.944,0.693,0.946,0.458,0.218,0.702,0.313
0.605,0.321,0.047,0.299,0.86,0.289,0.342
0.987,0.327,0.542,0.23,0.915,0.59,0.388
0.518,0.955,0.673,0.674,0.028,0.36,0.919
0.755,0.767,0.337,0.972,0.828,0.714,0.975
0.11,0.345,0.018,0.062,0.242,0.36,0.54
0.18,0.569,0.62,0.789,0.181,0.841,0.683
0.603,0.415,0.227,0.248,0.838,0.461,0.065
0.493,0.027,0.974,0.702,0.006,0.331,0.092
0.761,0.882,0.696,0.331,0.906,0.37,0.186
0.972,0.628,0.051,0.999,0.867,0.922,0.451
0.288,0.366,0.204,0.355,0.46,0.216,0.145
0.455,0.353,0.54,0.662,0.347,0.327,0.556
0.056,0.408,0.865,0.286,0.145,0.58,0.051
0.518,0.115,0.164,0.878,0.912,0.406,0.993
0.566,0.009,0.633,0.945,0.41,0.841,0.429
0.046,0.244,0.353,0.903,0.636,0.291,0.784
0.698,0.777,0.592,0.494,0.037,0.663,0.757
0.311,0.066,0.575,0.382,0.465,0.521,0.618
0.215,0.504,0.836,0.841,0.274,0.889,0.995
0.206,0.298,0.755,0.64,0.249,0.576,0.081
0.054,0.336,0.479,0.675,0.495,0.262,0.866
0.437,0.334,0.089,0.772,0.904,0.452,0.329
0.215,0.278,0.7,0.811,0.55,0.144,0.972
0.192,0.563,0.016,0.063,0.179,0.141,0.021
0.804,0.129,0.04,0.261,0.321,0.829,0.884
0.632,0.544,0.221,0.906,0.436,0.336,0.102
0.16,0.424,0.05,0.282,0.813,0.949,0.633
0.318,0.943,0.727,0.599,0.197,0.672,0.249
0.922,0.969,0.02,0.104,0.095,0.985,0.792
0.142,0.307,0.972,0.147,0.049,0.586,0.327
0.837,0.618,0.99,0.018,0.693,0.046,0.862
0.349,0.828,0.184,0.602,0.863,0.804,0.323
0.165,0.962,0.987,0.533,0.004,0.645,0.219
0.417,0.939,0.904,0.614,0.804,0.733,0.549
0.431,0.886,0.295,0.159,0.299,0.348,0.342
0.294,0.034,0.457,0.623,0.71,0.095,0.192
0.389,0.865,0.171,0.717,0.717,0.28,0.124
0.551,0.295,0.329,0.266,0.226,0.018,0.079
0.709,0.188,0.917,0.455,0.825,0.335,0.476
0.602,0.236,0.567,0.361,0.451,0.284,0.328
0.574,0.647,0.966,0.654,0.268,0.325,0.577
0.791,0.702,0.788,0.658,0.6,0.412,0.14
0.537,0.467,0.207,0.95,0.817,0.476,0.26
0.05,0.852,0.094,0.666,0.083,0.459,0.466
0.658,0.605,0.677,0.089,0.458,0.125,0.82
0.418,0.52,0.733,0.301,0.192,0.03,0.791
0.787,0.798,0.253,0.781,0.848,0.173,0.544
0.384,0.654,0.537,0.108,0.504,0.094,0.877
0.853,0.689,0.063,0.394,0.445,0.778,0.55
0.855,0.561,0.596,0.646,0.09,0.875,0.58
0.519,0.481,0.097,0.814,0.937,0.365,0.638
0.949,0.951,0.841,0.035,0.854,0.686,0.674
0.417,0.893,0.21,0.203,0.006,0.946,0.936
0.734,0.349,0.628,0.711,0.484,0.954,0.55
0.073,0.863,0.47,0.365,0.568,0.184,0.289
0.659,0.007,0.36,0.521,0.47,0.99,0.809
0.472,0.273,0.468,0.698,0.99,0.609,0.943
0.596,0.34,0.702,0.781,0.753,0.209,0.886
0.234,0.498,0.006,0.112,0.539,0.842,0.846
0.757,0.587,0.243,0.778,0.078,0.261,0.197
0.017,0.858,0.555,0.819,0.407,0.206,0.364
0.867,0.782,0.251,0.941,0.43,0.515,0.92
0.166,0.138,0.733,0.713,0.118,0.062,0.363
0.469,0.627,0.952,0.712,0.783,0.615,0.925
0.919,0.765,0.845,0.009,0.976,0.829,0.632
0.223,0.858,0.913,0.673,0.613,0.635,0.888
0.862,0.008,0.045,0.528,0.984,0.233,0.613
0.507,0.566,0.683,0.673,0.329,0.934,0.346
0.666,0.456,0.118,0.174,0.466,0.076,0.381
0.02,0.332,0.976,0.177,0.686,0.278,0.346
0.729,0.679,0.193,0.241,0.992,0.166,0.847
0.417,0.46,0.144,0.376,0.301,0.044,0.333
0.863,0.114,0.034,0.631,0.433,0.431,0.696
0.994,0.305,0.641,0.536,0.589,0.158,0.705
0.914,0.438,0.409,0.47,0.34,0.047,0.337
0.841,0.839,0.939,0.567,0.691,0.751,0.56
0.052,0.072,0.892,0.338,0.726,0.33,0.737
0.017,0.098,0.828,0.057,0.794,0.763,0.934
0.774,0.957,0.099,0.005,0.792,0.544,0.011
0.519,0.903,0.975,0.347,0.708,0.386,0.152
0.441,0.174,0.576,0.136,0.155,0.088,0.861
0.726,0.919,0.657,0.498,0.739,0.066,0.895
0.244,0.903,0.107,0.549,0.365,0.922,0.096
0.812,0.825,0.184,0.75,0.865,0.586,0.856
0.298,0.684,0.424,0.746,0.709,0.111,0.893
0.595,0.974,0.926,0.471,0.729,0.845,0.49
0.973,0.24,0.72,0.636,0.341,0.542,0.609
0.519,0.808,0.931,0.543,0.706,0.423,0.156
0.079,0.094,0.014,0.849,0.382,0.207,0.362
0.448,0.455,0.591,0.327,0.569,0.289,0.969
0.259,0.634,0.261,0.643,0.107,0.735,0.869
0.135,0.542,0.943,0.92,0.765,0.289,0.973
0.117,0.446,0.176,0.369,0.376,0.63,0.85
0.608,0.158,0.593,0.629,0.779,0.676,0.43
0.493,0.98,0.668,0.983,0.303,0.914,0.72
0.212,0.793,0.541,0.769,0.262,0.778,0.844
0.009,0.185,0.553,0.796,0.219,0.385,0.509
0.478,0.653,0.299,0.235,0.196,0.164,0.383
0.737,0.403,0.523,0.444,0.408,0.236,0.461
0.078,0.326,0.203,0.978,0.963,0.362,0.908
0.053,0.676,0.932,0.807,0.743,0.101,0.775
0.054,0.326,0.542,0.996,0.629,0.523,0.485
0.339,0.264,0.228,0.8,0.951,0.526,0.729
0.616,0.414,0.914,0.506,0.859,0.23,0.961
0.584,0.265,0.197,0.532,0.671,0.213,0.417
0.988,0.81,0.722,0.832,0.243,0.311,0.536
0.33,0.647,0.776,0.668,0.736,0.213,0.759
0.612,0.2,0.701,0.631,0.853,0.616,0.832
0.915,0.928,0.87,0.724,0.144,0.455,0.089
0.529,0.845,0.359,0.459,0.737,0.457,0.388
0.503,0.107,0.037,0.391,0.846,0.261,0.012
0.891,0.419,0.387,0.903,0.833,0.424,0.812
0.984,0.762,0.926,0.628,0.244,0.302,0.229
0.691,0.333,0.5,0.194,0.711,0.261,0.579
0.404,0.754,0.532,0.605,0.087,0.894,0.573
0.788,0.714,0.232,0.868,0.675,0.696,0.393
0.069,0.351,0.092,0.581,0.037,0.046,0.377
0.901,0.507,0.526,0.457,0.596,0.18,0.876
0.114,0.759,0.44,0.327,0.688,0.795,0.609
0.187,0.356,0.072,0.21,0.625,0.552,0.2
0.016,0.993,0.24,0.832,0.077,0.565,0.848
0.738,0.792,0.016,0.552,0.027,0.753,0.677
0.136,0.187,0.541,0.471,0.156,0.979,0.106
0.413,0.389,0.013,0.265,0.524,0.196,0.599
0.228,0.474,0.304,0.813,0.533,0.4,0.209
0.444,0.203,0.583,0.925,0.729,0.51,0.576
0.17,0.202,0.333,0.994,0.48,0.755,0.5
0.401,0.124,0.925,0.635,0.226,0.594,0.792
0.832,0.093,0.555,0.849,0.436,0.394,0.631
0.173,0.991,0.542,0.228,0.699,0.857,0.653
0.218,0.063,0.212,0.076,0.71,0.034,0.365
0.567,0.912,0.098,0.949,0.433,0.298,0.935
0.973,0.27,0.674,0.499,0.958,0.007,0.338
0.191,0.74,0.093,0.04,0.458,0.453,0.194
0.193,0.429,0.201,0.384,0.36,0.023,0.526
0.058,0.813,0.122,0.467,0.573,0.428,0.451
0.215,0.616,0.098,0.881,0.306,0.448,0.008
0.828,0.609,0.475,0.163,0.669,0.59,0.184
0.09,0.438,0.233,0.779,0.898,0.362,0.168
0.583,0.63,0.769,0.638,0.931,0.242,0.33
0.874,0.557,0.447,0.528,0.731,0.866,0.662
0.721,0.989,0.671,0.29,0.78,0.712,0.186
0.819,0.013,0.199,0.104,0.193,0.93,0.562
0.269,0.087,0.014,0.422,0.023,0.968,0.189
0.609,0.535,0.304,0.057,0.338,0.511,0.524
0.516,0.44,0.808,0.677,0.306,0.106,0.531
0.702,0.067,0.878,0.048,0.437,0.149,0.626
0.702,0.638,0.246,0.912,0.114,0.676,0.176
0.315,0.053,0.081,0.338,0.098,0.106,0.964
0.171,0.293,0.201,0.441,0.463,0.301,0.578
0.569,0.743,0.08,0.094,0.566,0.065,0.509
0.044,0.722,0.157,0.156,0.554,0.497,0.073
0.364,0.425,0.331,0.22,0.759,0.847,0.683
0.893,0.297,0.096,0.156,0.602,0.804,0.111
0.235,0.439,0.095,0.827,0.991,0.92,0.862
0.288,0.776,0.659,0.806,0.788,0.46,0.745
0.064,0.58,0.799,0.724,0.083,0.45,0.732
0.11,0.958,0.756,0.498,0.759,0.764,0.169
0.588,0.143,0.196,0.868,0.882,0.192,0.639
0.984,0.176,0.649,0.07,0.023,0.353,0.515
0.72,0.359,0.181,0.297,0.679,0.482,0.105
0.082,0.88,0.503,0.885,0.221,0.32,0.307
0.618,0.342,0.102,0.305,0.215,0.899,0.351
0.141,0.797,0.469,0.526,0.148,0.695,0.799
0.123,0.546,0.051,0.463,0.066,0.517,0.697
0.073,0.928,0.542,0.565,0.405,0.934,0.767
0.133,0.034,0.131,0.299,0.153,0.865,0.343
0.078,0.647,0.053,0.443,0.798,0.158,0.648
0.632,0.636,0.398,0.894,0.124,0.233,0.971
0.065,0.577,0.428,0.91,0.236,0.363,0.388
0.304,0.844,0.025,0.638,0.724,0.217,0.965
0.013,0.527,0.475,0.067,0.533,0.35,0.732
0.254,0.561,0.462,0.343,0.828,0.072,0.969
0.719,0.05,0.152,0.479,0.232,0.314,0.703
0.817,0.436,0.638,0.215,0.553,0.86,0.944
0.754,0.081,0.932,0.929,0.674,0.173,0.519
0.384,0.815,0.845,0.127,0.231,0.748,0.565
0.27,0.643,0.035,0.118,0.928,0.349,0.799
0.274,0.463,0.911,0.019,0.295,0.016,0.187
0.345,0.116,0.337,0.676,0.128,0.474,0.276
0.608,0.54,0.748,0.583,0.945,0.859,0.97
0.636,0.074,0.406,0.801,0.443,0.626,0.742
0.707,0.445,0.058,0.975,0.985,0.097,0.039
0.284,0.801,0.509,0.617,0.992,0.541,0.827
0.62,0.565,0.832,0.54,0.488,0.007,0.395
0.024,0.245,0.537,0.968,0.356,0.138,0.65
0.412,0.045,0.379,0.788,0.596,0.398,0.991
0.186,0.796,0.066,0.784,0.861,0.742,0.17
0.086,0.318,0.031,0.622,0.109,0.331,0.362
0.411,0.771,0.879,0.673,0.714,0.57,0.409
0.506,0.124,0.093,0.78,0.866,0.983,0.004
0.69,0.084,0.913,0.037,0.377,0.147,0.184
0.798,0.897,0.899,0.342,0.031,0.89,0.999
0.33,0.401,0.799,0.602,0.51,0.46,0.553
0.124,0.69,0.906,0.674,0.497,0.599,0.067
0.387,0.883,0.6,0.663,0.664,0.858,0.671
0.094,0.117,0.409,0.998,0.847,0.401,0.744
0.842,0.993,0.589,0.816,0.806,0.329,0.023
0.351,0.281,0.94,0.85,0.361,0.826,0.894
0.641,0.322,0.202,0.26,0.507,0.102,0.215
0.328,0.315,0.768,0.917,0.726,0.583,0.847
0.752,0.749,0.813,0.978,0.95,0.804,0.698
0.584,0.182,0.825,0.173,0.381,0.794,0.821
0.304,0.577,0.172,0.507,0.243,0.351,0.514
0.258,0.837,0.221,0.11,0.627,0.042,0.746
0.767,0.926,0.247,0.839,0.653,0.665,0.425
0.947,0.84,0.753,0.814,0.133,0.95,0.747
0.569,0.847,0.578,0.875,0.96,0.264,0.384
0.8,0.318,0.883,0.157,0.474,0.476,0.488
0.45,0.451,0.376,0.462,0.864,0.313,0.968
0.805,0.242,0.31,0.471,0.694,0.724,0.907
0.325,0.887,0.436,0.482,0.413,0.243,0.338
0.527,0.402,0.188,0.141,0.835,0.8,0.229
0.928,0.953,0.563,0.076,0.752,0.22,0.493
0.195,0.065,0.403,0.412,0.151,0.2,0.677
0.455,0.229,0.01,0.717,0.596,0.048,0.873
0.774,0.062,0.284,0.701,0.069,0.841,0.705
0.427,0.484,0.036,0.27,0.09,0.522,0.107
0.735,0.681,0.113,0.787,0.977,0.58,0.523
0.653,0.312,0.833,0.319,0.5,0.474,0.005
0.273,0.524,0.927,0.056,0.419,0.829,0.348
0.204,0.058,0.655,0.541,0.921,0.906,0.11
0.709,0.783,0.182,0.217,0.781,0.123,0.78
0.014,0.635,0.969,0.065,0.304,0.932,0.088
0.699,0.997,0.96,0.301,0.957,0.046,0.488
0.225,0.031,0.778,0.637,0.993,0.562,0.125
0.883,0.988,0.692,0.134,0.732,0.485,0.332
0.418,0.292,0.508,0.284,0.709,0.58,0.41
0.327,0.649,0.669,0.315,0.491,0.498,0.705
0.421,0.732,0.527,0.854,0.424,0.711,0.456
0.574,0.828,0.773,0.312,0.303,0.179,0.851
0.49,0.335,0.908,0.547,0.894,0.776,0.611
0.379,0.784,0.607,0.563,0.945,0.067,0.505
0.471,0.65,0.054,0.014,0.693,0.958,0.151
0.342,0.384,0.489,0.002,0.018,0.964,0.426
0.078,0.554,0.337,0.295,0.787,0.699,0.959
0.215,0.058,0.184,0.493,0.057,0.271,0.813
0.061,0.356,0.946,0.3,0.991,0.577,0.926
0.833,0.966,0.557,0.35,0.098,0.451,0.91
0.687,0.121,0.148,0.803,0.024,0.162,0.686
0.42,0.721,0.769,0.136,0.001,0.127,0.618
0.644,0.758,0.449,0.315,0.628,0.251,0.063
0.449,0.03,0.121,0.26,0.782,0.147,0.285
0.055,0.211,0.024,0.396,0.84,0.584,0.538
0.034,0.644,0.442,0.372,0.156,0.04,0.226
0.067,0.22,0.08,0.771,0.78,0.563,0.981
0.259,0.092,0.198,0.656,0.44,0.775,0.865
0.774,0.128,0.701,0.071,0.054,0.523,0.399
0.198,0.648,0.152,0.511,0.568,0.846,0.144
0.833,0.981,0.121,0.263,0.248,0.863,0.698
0.341,0.256,0.157,0.605,0.355,0.87,0.838
0.697,0.914,0.549,0.155,0.127,0.06,0.225
0.831,0.029,0.747,0.338,0.017,0.255,0.397
0.432,0.426,0.326,0.179,0.067,0.911,0.549
0.226,0.594,0.235,0.789,0.254,0.081,0.47
0.673,0.884,0.416,0.331,0,0.438,0.229
0.516,0.27,0.173,0.378,0.396,0.609,0.934
0.087,0.835,0.598,0.957,0.433,0.341,0.526
0.841,0.575,0.616,0.324,0.615,0.835,0.429
0.805,0.26,0.473,0.049,0.759,0.225,0.93
0.554,0.294,0.03,0.654,0.811,0.042,0.641
0.973,0.023,0.801,0.271,0.352,0.057,0.058
0.487,0.918,0.171,0.606,0.486,0.394,0.497
0.408,0.285,0.543,0.29,0.819,0.522,0.425
0.593,0.116,0.4,0.87,0.729,0.986,0.841
0.269,0.018,0.148,0.737,0.35,0.734,0.094
0.189,0.875,0.781,0.236,0.934,0.937,0.916
0.94,0.551,0.759,0.936,0.884,0.351,0.707
0.549,0.618,0.754,0.522,0.772,0.711,0.825
0.672,0.428,0.774,0.674,0.688,0.752,0.548
0.508,0.439,0.378,0.905,0.182,0.883,0.728
0.542,0.708,0.013,0.718,0.389,0.869,0.093
0.186,0.263,0.661,0.21,0.147,0.979,0.236
0.134,0.416,0.926,0.464,0.648,0.081,0.823
0.834,0.422,0.658,0.53,0.007,0.767,0.85
0.036,0.741,0.778,0.137,0.917,0.058,0.382
0.51,0.935,0.09,0.551,0.249,0.142,0.411
0.063,0.064,0.82,0.784,0.893,0.445,0.935
0.608,0.996,0.119,0.426,0.696,0.073,0.344
0.098,0.62,0.07,0.671,0.277,0.994,0.18
0.896,0.63,0.864,0.636,0.721,0.496,0.827
0.805,0.99,0.211,0.406,0.271,0.574,0.146
0.391,0.776,0.871,0.034,0.777,0.589,0.232
0.654,0.527,0.225,0.242,0.112,0.485,0.668
0.557,0.753,0.014,0.886,0.444,0.609,0.949
0.995,0.777,0.059,0.226,0.078,0.197,0.832
0.596,0.248,0.111,0.214,0.123,0.126,0.376
0.938,0.742,0.652,0.558,0.262,0.803,0.901
0.065,0.778,0.813,0.099,0.026,0.767,0.351
0.46,0.541,0.687,0.1,0.564,0.822,0.558
0.459,0.577,0.973,0.834,0.575,0.445,0.944
0.459,0.159,0.899,0.403,0.868,0.736,0.844
0.852,0.023,0.885,0.187,0.084,0.207,0.83
0.998,0.648,0.981,0.798,0.606,0.133,0.659
0.708,0.239,0.18,0.085,0.504,0.26,0.331
0.683,0.748,0.539,0.573,0.983,0.27,0.772
0.909,0.165,0.115,0.983,0.433,0.484,0.856
0.062,0.423,0.892,0.434,0.534,0.626,0.512
0.121,0.271,0.563,0.483,0.427,0.633,0.662
0.615,0.246,0.993,0.829,0.471,0.787,0.167
0.176,0.232,0.465,0.474,0.88,0.609,0.825
0.91,0.58,0.096,0.921,0.427,0.78,0.803
0.098,0.939,0.787,0.515,0.686,0.058,0.731
0.541,0.984,0.669,0.943,0.859,0.576,0.928
0.842,0.986,0.728,0.315,0.57,0.403,0.235
0.759,0.778,0.089,0.369,0.675,0.695,0.86
0.716,0.879,0.95,0.662,0.556,0.894,0.961
0.032,0.371,0.036,0.9,0.124,0.334,0.656
0.143,0.827,0.39,0.674,0.404,0.199,0.165
0.082,0.383,0.365,0.451,0.692,0.311,0.327
0.822,0.187,0.835,0.33,0.765,0.395,0.989
0.047,0.022,0.094,0.182,0.04,0.614,0.403
0.106,0.683,0.267,0.682,0.915,0.651,0.486
0.221,0.409,0.713,0.494,0.678,0.633,0.033
0.099,0.629,0.539,0.076,0.11,0.826,0.934
0.651,0.253,0.94,0.376,0.358,0.958,0.751
0.684,0.758,0.675,0.665,0.183,0.462,0.84
0.49,0.644,0.438,0.214,0.626,0.462,0.523
0.836,0.992,0.662,0.596,0.945,0.966,0.289
0.891,0.222,0.513,0.35,0.041,0.9,0.728
0.354,0.748,0.183,0.294,0.709,0.611,0.218
0.62,0.494,0.813,0.054,0.2,0.28,0.044
0.069,0.907,0.819,0.32,0.911,0.467,0.328
0.107,0.657,0.275,0.519,0.099,0.751,0.096
0.093,0.697,0.487,0.193,0.558,0.655,0.181
0.725,0.366,0.56,0.728,0.76,0.713,0.403
0.286,0.965,0.66,0.539,0.209,0.366,0.969
0.357,0.873,0.106,0.066,0.061,0.91,0.342
0.41,0.28,0.079,0.826,0.706,0.805,0.279
0.077,0.455,0.401,0.384,0.987,0.697,0.063
0.127,0.333,0.297,0.837,0.147,0.374,0.85
0.366,0.211,0.863,0.141,0.931,0.019,0.297
0.96,0.327,0.965,0.099,0.677,0.473,0.321
0.315,0.863,0.588,0.716,0.627,0.659,0.602
0.838,0.777,0.704,0.325,0.678,0.63,0.055
0.669,0.739,0.282,0.032,0.85,0.309,0.072
0.055,0.044,0.385,0.783,0.806,0.584,0.004
0.117,0.062,0.226,0.25,0.058,0.462,0.122
0.555,0.598,0.877,0.015,0.849,0.293,0.551
0.438,0.291,0.799,0.863,0.433,0.353,0.744
0.878,0.856,0.967,0.088,0.228,0.262,0.586
0.656,0.823,0.828,0.782,0.902,0.281,0.356
0.615,0.771,0.448,0.171,0.628,0.4,0.401
0.976,0.135,0.033,0.022,0.931,0.868,0.617
0.108,0.039,0.159,0.155,0.646,0.966,0.467
0.739,0.35,0.957,0.162,0.167,0.466,0.504
0.773,0.676,0.863,0.371,0.618,0.842,0.761
0.982,0.791,0.709,0.115,0.462,0.482,0.524
0.576,1,0.037,0.932,0.168,0.284,0.394
0.436,0.788,0.813,0.424,0.591,0.336,0.416
0.368,0.055,0.908,0.234,0.633,0.494,0.552
0.371,0.814,0.312,0.969,0.7,0.856,0.32
0.877,0.146,0.951,0.484,0.715,0.287,0.212
0.147,0.981,0.653,0.614,0.7,0.467,0.116
0.28,0.095,0.45,0.471,0.149,0.193,0.432
0.256,0.904,0.868,0.025,0.408,0.898,0.22
0.495,0.76,0.035,0.863,0.222,0.635,0.649
0.858,0.746,0.239,0.45,0.112,0.072,0.855
0.824,0.342,0.332,0.43,0.281,0.672,0.494
0.915,0.607,0.046,0.641,0.935,0.565,0.375
0.111,0.569,0.776,0.165,0.661,0.038,0.257
0.44,0.263,0.912,0.259,0.861,0.537,0.559
0.46,0.238,0.758,0.987,0.137,0.881,0.716
0.469,0.985,0.049,0.035,0.328,0.326,0.116
0.172,0.856,0.585,0.863,0.493,0.613,0.558
0.292,0.654,0.188,0.023,0.717,0.906,0.374
0.184,0.026,0.769,0.993,0.437,0.283,0.235
0.001,0.394,0.928,0.165,0.779,0.615,0.973
0.242,0.134,0.814,0.664,0.979,0.225,0.334
0.359,0.241,0.565,0.637,0.081,0.217,0.197
0.832,0.35,0.116,0.537,0.536,0.843,0.225
0.846,0.749,0.974,0.458,0.192,0.64,0.916
0.39,0.844,0.659,0.461,0.545,0.954,0.925
0.614,0.288,0.01,0.206,0.49,0.835,0.423
0.549,0.682,0.751,0.55,0.341,0.094,0.702
0.42,0.94,0.393,0.421,0.185,0.827,0.305
0.181,0.115,0.88,0.226,0.778,0.891,0.647
0.172,0.191,0.835,0.631,0.745,0.041,0.471
0.332,0.831,0.455,0.532,0.147,0.774,0.475
0.837,0.519,0.626,0.142,0.583,0.607,0.834
0.534,0.979,0.928,0.552,0.209,0.632,0.902
0.821,0.818,0.287,0.063,0.303,0.41,0.217
0.423,0.589,0.447,0.249,0.477,0.047,0.071
0.238,0.219,0.892,0.792,0.493,0.135,0.316
0.182,0.351,0.876,0.004,0.701,0.919,0.334
0.533,0.166,0.035,0.347,0.992,0.793,0.762
0.709,0.789,0.408,0.265,0.965,0.795,0.451
0.861,0.711,0.45,0.126,0.813,0.724,0.922
0.388,0.516,0.809,0.813,0.5,0.725,0.347
0.209,0.094,0.051,0.062,0.807,0.574,0.655
0.047,0.59,0.522,0.808,0.389,0.663,0.058
0.085,0.744,0.54,0.934,0.544,0.121,0.188
0.074,0.801,0.376,0.426,0.451,0.577,0.722
0.423,0.911,0.477,0.565,0.341,0.609,0.505
0.463,0.552,0.911,0.501,0.022,0.561,0.376
0.833,0.413,0.701,0.104,0.865,0.174,0.589
0.367,0.836,0.176,0.285,0.867,0.091,0.81
0.171,0.103,0.827,0.578,0.321,0.47,0.572
0.745,0.297,0.668,0.814,0.745,0.551,0.116
